L,d,J,Jprop,NX,NY,rR_random,rH_random,rR_hosthost,rH_phagephage,rH_phagehost,rH_3body,GenePersisentTime,mean_establish_size,persTimeHost,persTimePhage,gapTimeHost,gapTimePhage,theta_GH,theta_GP,theta_gH,theta_gP,constraint,soft_threshold
30,2,0.002,2.2,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,300000,1477.9649122807018,0,73168.25438596492,0,35.206896551724135,780.8405584365901,1688.0546722725524,1229.2389911066045,2905.2873734272134,hard,5.0
30,2,0.002,0.7,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,300000,2175.0625,69293.52554744526,70394.75,71.94117647058823,0,1393.3786236684944,1021.3560772482523,2689.472463522209,2374.8381819662577,hard,5.0
30,2,0.002,1.1,1000000,1.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,300000,10768.04399500952,4442.697750511247,4127.341930826278,2774.0188970846507,2831.458519119038,9763.591788983345,10993.263423567123,9304.49168656988,10953.836528725698,hard,5.0
30,2,0.002,2.8,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,300000,4455.697734039034,9907.96193437701,3301.555877124075,934.8309526487459,1105.6063489390367,2859.8080261290274,7685.486343700804,2850.7963445671494,7998.411148169035,hard,5.0
30,2,0.002,1.3,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,300000,5300.507713620049,6649.089445032511,5280.8099855191085,1206.1666015166913,1332.0705592957017,4580.442512925403,6017.203322401188,4541.95997831278,6355.1829031651605,hard,5.0
30,2,0.002,1.9,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,394.09994933824856,699.8264557929523,368.3848942070266,652.9565904820905,hard,5.0
30,2,0.002,1.2,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,5113.174149941376,7068.09754562618,6035.715615305067,1092.728435285493,1197.9512437810945,4452.650414932644,5383.298537760392,4203.9129042220075,5079.085698205714,hard,5.0
30,2,0.002,0.9,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,1055.9404349708202,959.0609103200518,1001.6851806050252,907.3250940368109,hard,5.0
30,2,0.002,3.0,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,1538.6666666666667,0,73981.16666666667,0,0,614.1402251158102,1790.7979823461283,561.8705604192982,1645.9295356632035,hard,5.0
30,2,0.002,0.8,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,300000,11111.880509148767,4758.006917813369,5434.690903317987,3200.6183924129355,2940.0923291951,10785.723159141287,8780.073113394345,10545.780971459237,8553.024614917264,hard,5.0
